time(min),SOC<30%,STALL WARNING
0,0,0
0.04911176666666667,0,0
0.05134015,0,0
0.0528073,0,0
0.05463146666666666,0,0
0.05523828333333333,0,0
0.05796875,0,0
0.058619250000000005,0,0
0.06130625,0,0
0.06190121666666666,0,0
0.064639,0,0
0.06524196666666666,0,0
0.06803443333333332,0,0
0.07022935000000001,0,0
0.07189808333333333,0,0
0.07356476666666667,0,0
0.07523415,0,0
0.07690433333333334,0,0
0.07860733333333332,0,0
0.08027653333333333,0,0
0.08193471666666666,0,0
0.08367301666666667,0,0
0.08527495,0,0
0.08693816666666666,0,0
0.08860453333333333,0,0
0.09026803333333334,0,0
0.09195003333333333,0,0
0.09360618333333333,0,0
0.09527516666666667,0,0
0.09693836666666666,0,0
0.09860388333333334,0,0
0.10096813333333333,0,0
0.10194316666666667,0,0
0.10458446666666667,0,0
0.10527471666666667,0,0
0.10797526666666667,0,0
0.10918530000000001,0,0
0.11130261666666667,0,0
0.11194158333333333,0,0
0.11463563333333333,0,0
0.1152726,0,0
0.11801798333333333,0,0
0.11880748333333332,0,0
0.12168543333333334,0,0
0.12356356666666667,0,0
0.12522713333333332,0,0
0.12689901666666667,0,0
0.12858536666666667,0,0
0.1302854,0,0
0.1319546,0,0
0.1336104,0,0
0.13530565,0,0
0.1369736,0,0
0.1386356,0,0
0.14031158333333332,0,0
0.14198155,0,0
0.14364963333333333,0,0
0.1453054166666667,0,0
0.1469796,0,0
0.14864256666666667,0,0
0.1505359,0,0
0.15196749999999998,0,0
0.15364326666666667,0,0
0.1554452,0,0
0.15698166666666666,0,0
0.15911171666666665,0,0
0.16031379999999998,0,0
0.16197506666666667,0,0
0.16458148333333333,0,0
0.16610306666666666,0,0
0.16800211666666667,0,0
0.16863530000000002,0,0
0.1713057,0,0
0.17197528333333334,0,0
0.17463626666666665,0,0
0.17531731666666667,0,0
0.17796955,0,0
0.18022896666666666,0,0
0.18191373333333336,0,0
0.18355933333333332,0,0
0.18526131666666668,0,0
0.18692971666666666,0,0
0.18863648333333333,0,0
0.1903069166666667,0,0
0.19197704999999998,0,0
0.19364301666666667,0,0
0.19530268333333334,0,0
0.19698256666666666,0,0
0.19864115,0,0
0.20031471666666667,0,0
0.20197656666666666,0,0
0.20364448333333332,0,0
0.2053067,0,0
0.20698534999999998,0,0
0.20890324999999998,0,0
0.21031715,0,0
0.21197628333333332,0,0
0.21378335,0,0
0.21530551666666667,0,0
0.21735525,0,0
0.21863738333333335,0,0
0.22031165,0,0
0.22197696666666666,0,0
0.2241046,0,0
0.22531898333333333,0,0
0.22698366666666667,0,0
0.22863648333333333,0,0
0.23124898333333335,0,0
0.23258928333333334,0,0
0.23467079999999998,0,0
0.23645748333333333,0,0
0.2379725,0,0
0.23950681666666665,0,0
0.24130615,0,0
0.24309941666666668,0,0
0.24478828333333333,0,0
0.24625478333333334,0,0
0.24810393333333336,0,0
0.24981255000000002,0,0
0.25133041666666667,0,0
0.2531092,0,0
0.2548121166666667,0,0
0.25655418333333335,0,0
0.2581137,0,0
0.2598593166666667,0,0
0.2616056666666667,0,0
0.2633765833333333,0,0
0.2651193666666667,0,0
0.26659168333333333,0,0
0.2684838,0,0
0.2702338166666667,0,0
0.2719216,0,0
0.27361805,0,0
0.27528668333333334,0,0
0.27697016666666663,0,0
0.2786379666666666,0,0
0.28030686666666665,0,0
0.2819760166666667,0,0
0.28362165,0,0
0.28539228333333333,0,0
0.2869784833333333,0,0
0.2887167,0,0
0.2904569,0,0
0.292178,0,0
0.29367393333333336,0,0
0.29546073333333334,0,0
0.2971789,0,0
0.2989337666666667,0,0
0.30046975000000004,0,0
0.30219141666666666,0,0
0.3039525,0,0
0.3057975333333333,0,0
0.30748215,0,0
0.3089928333333333,0,0
0.3108387,0,0
0.31250045,0,0
0.31398865,0,0
0.31582213333333337,0,0
0.31751935,0,0
0.31910635000000004,0,0
0.3209980333333334,0,0
0.32249621666666667,0,0
0.32433908333333333,0,0
0.32601155,0,0
0.32777083333333334,0,0
0.32931961666666665,0,0
0.3310420333333334,0,0
0.33277844999999995,0,0
0.3346554666666667,0,0
0.33602566666666667,0,0
0.3379691666666667,0,0
0.33932833333333334,0,0
0.3413096666666667,0,0
0.34283223333333335,0,0
0.34463558333333333,0,0
0.34631995,0,0
0.3479647333333333,0,0
0.34958954999999997,0,0
0.35134015,0,0
0.35284866666666664,0,0
0.3549411666666667,0,0
0.3563166,0,0
0.35806421666666666,0,0
0.3598323333333333,0,0
0.36196091666666663,0,0
0.36363048333333337,0,0
0.3653009,0,0
0.3669632666666666,0,0
0.36863776666666664,0,0
0.37030721666666666,0,0
0.3719743333333333,0,0
0.37364495,0,0
0.37531193333333335,0,0
0.37697895000000003,0,0
0.3786355,0,0
0.3803915333333333,0,0
0.38197306666666664,0,0
0.38387546666666666,0,0
0.38530739999999997,0,0
0.3873758666666667,0,0
0.38884623333333335,0,0
0.3903093,0,0
0.39223043333333335,0,0
0.39421140000000005,0,0
0.39530550000000003,0,0
0.39765718333333333,0,0
0.39940566666666666,0,0
0.40091143333333334,0,0
0.40274058333333335,0,0
0.4044299166666666,0,0
0.4062135333333334,0,0
0.40784413333333336,0,0
0.40943878333333333,0,0
0.41121836666666667,0,0
0.41274095,0,0
0.41457616666666663,0,0
0.41622411666666664,0,0
0.41773745,0,0
0.4194644333333334,0,0
0.42124518333333333,0,0
0.4227442166666666,0,0
0.42457445,0,0
0.4262410833333333,0,0
0.4279252,0,0
0.42948676666666663,0,0
0.4312964166666667,0,0
0.4330133666666667,0,0
0.4347589666666667,0,0
0.4365162833333333,0,0
0.438108,0,0
0.4398368833333333,0,0
0.44158116666666664,0,0
0.44309775,0,0
0.44479126666666663,0,0
0.4465859833333333,0,0
0.4481230166666667,0,0
