time(min),STALL WARNING
0,0
0.035254966666666665,0
0.03692926666666666,0
0.038612716666666665,0
0.0402796,0
0.041944383333333335,0
0.04361458333333333,0
0.04526995,0
0.047092633333333335,0
0.04875928333333333,0
0.05042571666666667,0
0.05209266666666667,0
0.053759350000000004,0
0.05542588333333333,0
0.05709255,0
0.05875916666666667,0
0.06042603333333333,0
0.06209256666666667,0
0.06377991666666667,0
0.06575946666666667,0
0.0674261,0
0.06909285,0
0.07075938333333333,0
0.0724261,0
0.07442581666666667,0
0.07609258333333334,0
0.07775916666666667,0
0.07942588333333334,0
0.08109251666666667,0
0.08275915,0
0.08442573333333334,0
0.08609244999999999,0
0.08790541666666667,0
0.08947558333333333,0
0.09144261666666666,0
0.09310951666666667,0
0.09477608333333333,0
0.09644280000000001,0
0.09810931666666667,0
0.09977618333333334,0
0.10144271666666667,0
0.10344251666666668,0
0.1051092,0
0.10677586666666666,0
0.10844261666666666,0
0.11010923333333333,0
0.1117758,0
0.11344259999999999,0
0.11511393333333333,0
0.11690515,0
0.11862166666666667,0
0.12029083333333333,0
0.12195963333333334,0
0.12362833333333333,0
0.12529716666666665,0
0.12696715,0
0.1286427,0
0.13031208333333333,0
0.13212578333333333,0
0.13379315,0
0.13545918333333334,0
0.13712580000000002,0
0.1387924,0
0.14045915,0
0.1421259666666667,0
0.14379255,0
0.14547588333333333,0
0.14714241666666666,0
0.14880915,0
0.15047588333333334,0
0.15214251666666667,0
0.15380906666666666,0
0.15580936666666667,0
0.15747586666666666,0
0.1591432,0
0.16080926666666667,0
0.16280915,0
0.16447595,0
0.1661425,0
0.16780933333333334,0
0.1694759,0
0.17118648333333333,0
0.17284538333333332,0
0.17452281666666666,0
0.17615973333333335,0
0.17791091666666667,0
0.17949325,0
0.1812463,0
0.1828258,0
0.18459966666666666,0
0.18649261666666667,0
0.18815935,0
0.1898259833333333,0
0.19149261666666667,0
0.19315923333333335,0
0.19482601666666666,0
0.19649265,0
0.19815931666666667,0
0.19982601666666666,0
0.20184348333333335,0
0.20350925,0
0.20530818333333334,0
0.20697786666666668,0
0.20864660000000002,0
0.21031213333333332,0
0.21198688333333332,0
0.21365586666666667,0
0.21550911666666667,0
0.21684248333333334,0
0.21884256666666665,0
0.22051133333333334,0
0.22217575,0
0.22385091666666668,0
0.2258425,0
0.22750930000000003,0
0.22917673333333333,0
0.2308424666666667,0
0.23250916666666666,0
0.2341759833333333,0
0.2358426,0
0.23784249999999998,0
0.23950918333333332,0
0.24117668333333334,0
0.24284243333333333,0
0.24450916666666667,0
0.24617585,0
0.24784248333333334,0
0.24950916666666664,0
0.25122146666666667,0
0.25288258333333336,0
0.25456018333333336,0
0.25622165,0
0.25790881666666665,0
0.25955106666666666,0
0.26124478333333334,0
0.2629255833333333,0
0.2645922666666667,0
0.2662624,0
0.26795446666666667,0
0.269528,0
0.27129155,0
0.2729636833333333,0
0.27463313333333333,0
0.27629096666666664,0
0.27798379999999995,0
0.27962443333333337,0
0.28129030000000005,0
0.2829621,0
0.28462665,0
0.28633321666666667,0
0.28795976666666667,0
0.28990926666666667,0
0.2915759333333333,0
0.29324258333333336,0
0.29490915,0
0.2965759666666667,0
0.2982425833333333,0
0.30024235,0
0.30190914999999996,0
0.3035381,0
0.30494233333333337,0
0.30692581666666663,0
0.3085923166666667,0
0.310259,0
0.3119257166666667,0
0.31359238333333334,0
0.315259,0
0.3169258,0
0.31892581666666664,0
0.3205926666666667,0
0.3222592166666667,0
0.32392588333333333,0
0.3255925333333333,0
0.32725930000000003,0
0.3289257166666667,0
0.3305924833333333,0
0.3322592166666667,0
0.33392588333333334,0
0.3359257,0
0.3375924,0
0.33925900000000003,0
0.3409258,0
0.34259245,0
0.3442598,0
0.34592565000000003,0
0.3478773666666667,0
0.3492591,0
0.35123925,0
0.35259233333333334,0
0.35457853333333333,0
0.3562582833333333,0
0.3579257333333334,0
0.35959240000000003,0
0.3612584833333333,0
0.3629257833333333,0
0.36463796666666665,0
0.36631179999999997,0
0.36797731666666667,0
0.36962961666666666,0
0.37161036666666664,0
0.37329255,0
0.37495921666666665,0
0.37662585,0
0.37829255,0
0.3799591,0
0.3816268,0
0.38329255,0
0.38529233333333335,0
0.38693833333333333,0
0.3886591,0
0.39032618333333335,0
0.39199233333333333,0
0.39365975,0
0.39532575,0
0.39699233333333334,0
0.39865914999999996,0
0.4003256666666667,0
0.4020483166666667,0
0.40365886666666667,0
0.40532561666666667,0
0.40699233333333334,0
0.40865898333333334,0
0.41039181666666663,0
0.41232583333333334,0
0.41399240000000004,0
0.4156599166666667,0
0.4173257166666667,0
0.4189925,0
0.42065915,0
0.42232583333333334,0
0.4239925,0
0.42599214999999996,0
0.4273257166666667,0
0.42932565,0
0.43099233333333337,0
0.43265893333333333,0
0.43432563333333335,0
0.43599233333333337,0
0.4376757,0
0.43934295,0
0.44100908333333333,0
0.44267558333333334,0
0.4443423,0
0.44600881666666664,0
0.4476755333333333,0
0.4493431,0
0.45119078333333335,0
0.45267551666666667,0
0.4545442333333333,0
0.45621421666666667,0
0.45788191666666667,0
0.45934270000000005,0
0.4612456166666667,0
0.4629299,0
0.4646389833333333,0
0.46630625,0
0.46797544999999996,0
0.469343,0
0.47134218333333333,0
0.47300891666666667,0
0.47467586666666667,0
0.4763440333333333,0
0.47801278333333336,0
0.47967553333333335,0
0.48134231666666666,0
0.4830091166666666,0
0.48501253333333333,0
0.4866790333333333,0
0.48835893333333336,0
0.4900256666666667,0
0.4916923166666667,0
0.49336209999999997,0
0.4950288333333333,0
0.4966955,0
0.49836226666666666,0
0.5000287333333333,0
0.5020256,0
0.50356905,0
0.5053922833333333,0
0.5070589,0
0.50874225,0
0.5104097333333333,0
0.5120755666666666,0
0.5137590666666667,0
0.51542555,0
0.5170922666666666,0
0.5187589666666667,0
0.5202756833333334,0
0.5221089166666667,0
0.5237754666666666,0
0.52544225,0
0.5271089166666667,0
0.5287757000000001,0
0.53044225,0
0.5321087666666667,0
0.5337930166666667,0
0.5354589333333334,0
0.5371414833333333,0
0.5391425833333333,0
0.5408090333333333,0
0.5424757833333334,0
0.5441423833333333,0
0.5458090333333333,0
0.5474764999999999,0
0.5491424,0
0.5511421666666666,0
0.5528093666666666,0
0.5545090666666667,0
0.5561754999999999,0
0.5578422500000001,0
0.5595090333333333,0
0.5611756166666666,0
0.5628422333333333,0
0.5645255833333334,0
0.5661922,0
0.567859,0
0.5695261166666667,0
0.5711955166666667,0
0.5725422,0
0.5745385333333333,0
0.5762089,0
0.5778747000000001,0
0.5795422,0
