time(min),STALL WARNING
0,0
0.028596466666666667,0
0.030264133333333332,0
0.03193396666666667,0
0.03360431666666667,0
0.03528618333333333,0
0.03695328333333334,0
0.03862086666666666,0
0.04028963333333334,0
0.04195771666666667,0
0.04362051666666667,0
0.04528606666666667,0
0.04695718333333333,0
0.0486218,0
0.050365766666666666,0
0.05194766666666667,0
0.05361763333333333,0
0.055284099999999996,0
0.0569485,0
0.058624949999999995,0
0.060285983333333334,0
0.0619513,0
0.0637699,0
0.06528905,0
0.06753231666666666,0
0.06861426666666666,0
0.0707861,0
0.07194801666666667,0
0.07361768333333332,0
0.0752922,0
0.07795885,0
0.07861821666666667,0
0.08128986666666667,0
0.08195421666666666,0
0.0847,0
0.08544855,0
0.08827311666666667,0
0.08911541666666667,0
0.09129341666666665,0
0.09278591666666666,0
0.09526143333333333,0
0.09693076666666665,0
0.09863591666666666,0
0.10030228333333333,0
0.10197176666666666,0
0.10363838333333333,0
0.10529899999999999,0
0.10696616666666667,0
0.10863203333333332,0
0.11030666666666666,0
0.11196576666666666,0
0.11363241666666667,0
0.11530181666666667,0
0.11712553333333334,0
0.11863951666666667,0
0.1203066,0
0.12196508333333334,0
0.12363176666666667,0
0.12585151666666666,0
0.1269652,0
0.12913195,0
0.13128615,0
0.1328026,0
0.13472511666666667,0
0.13530308333333335,0
0.13795544999999998,0
0.13864011666666665,0
0.14129191666666666,0
0.14264138333333334,0
0.14462356666666668,0
0.14529735000000002,0
0.14795826666666664,0
0.14863098333333333,0
0.15142898333333332,0
0.1519652,0
0.15527046666666666,0
0.15693800000000002,0
0.15860538333333335,0
0.16027063333333333,0
0.16196971666666668,0
0.16363393333333334,0
0.16529716666666666,0
0.1670994,0
0.16863065,0
0.17029951666666665,0
0.17196406666666667,0
0.1736394666666667,0
0.17530106666666667,0
0.17697183333333333,0
0.17863489999999999,0
0.18030423333333334,0
0.18199859999999998,0
0.18376306666666667,0
0.18538695000000002,0
0.18716608333333334,0
0.18863425,0
0.19123078333333332,0
0.19197186666666666,0
0.19462554999999998,0
0.1953055833333333,0
0.19795600000000002,0
0.19863763333333334,0
0.20152216666666667,0
0.20356438333333332,0
0.20526225,0
0.20693543333333334,0
0.20860568333333335,0
0.21027051666666666,0
0.21197075,0
0.21363958333333333,0
0.21530336666666666,0
0.21710316666666668,0
0.21863468333333333,0
0.22030575,0
0.22197025,0
0.22363861666666665,0
0.22530748333333334,0
0.22718648333333333,0
0.22863086666666668,0
0.23052186666666666,0
0.23197325000000002,0
0.23376576666666665,0
0.23530546666666666,0
0.23697246666666666,0
0.23864025000000003,0
0.2403054,0
0.24217356666666667,0
0.24363196666666667,0
0.24590421666666668,0
0.2479567,0
0.2496354,0
0.25136655,0
0.25253156666666665,0
0.2549444166666667,0
0.25588618333333335,0
0.25795508333333333,0
0.26023911666666666,0
0.26192888333333336,0
0.26359818333333335,0
0.2652983,0
0.26696831666666665,0
0.26863956666666666,0
0.2703043666666667,0
0.27203886666666666,0
0.27363930000000003,0
0.2753023333333333,0
0.276967,0
0.27863366666666667,0
0.28030013333333337,0
0.28196678333333336,0
0.2837738,0
0.28529861666666667,0
0.2869733666666666,0
0.2886339666666667,0
0.29070583333333333,0
0.2922379666666666,0
0.29363621666666667,0
0.2953000333333333,0
0.29697104999999996,0
0.29863495,0
0.3004507833333333,0
0.30196828333333336,0
0.30363703333333336,0
0.3056376333333334,0
0.3078924833333333,0
0.30938656666666664,0
0.31129413333333333,0
0.3119651333333333,0
0.31478708333333333,0
0.3165370333333334,0
0.31808139999999996,0
0.31983638333333336,0
0.3215357833333333,0
0.3230552333333333,0
0.32483285,0
0.3265723833333333,0
0.3281391,0
0.3300891,0
0.3316664833333334,0
0.33335706666666665,0
0.33517115000000003,0
0.336877,0
0.3383833666666667,0
0.3402424,0
0.34191236666666663,0
0.34357051666666666,0
0.34516949999999996,0
0.34693714999999997,0
0.3486040333333333,0
0.3502723,0
0.3519689333333333,0
0.3536434666666667,0
0.35530248333333336,0
0.35715636666666667,0
0.3587231833333333,0
0.3604731,0
0.36215635,0
0.3637115833333333,0
0.3655777333333333,0
0.36720091666666665,0
0.3687354,0
0.3704574333333333,0
0.3722116833333334,0
0.37398085,0
0.3757051,0
0.37789823333333333,0
0.37928548333333334,0
0.38125851666666666,0
0.3826093166666667,0
0.38450165,0
0.38607051666666664,0
0.38793335,0
0.38953098333333336,0
0.3912887,0
0.3927571166666667,0
0.3946235166666667,0
0.39654058333333336,0
0.39825726666666666,0
0.39957915,0
0.40155644999999995,0
0.40304124999999996,0
0.4049465833333333,0
0.4063319666666667,0
0.40808608333333335,0
0.40983368333333337,0
0.41180310000000003,0
0.41356885000000004,0
0.41526565,0
0.41692303333333336,0
0.41859963333333333,0
0.42027491666666666,0
0.42193349999999996,0
0.42360928333333336,0
0.4252692833333333,0
0.42694011666666665,0
0.42859885000000003,0
0.4303026,0
0.4319718833333333,0
0.43362886666666667,0
0.43530729999999995,0
0.43697231666666664,0
0.43863335,0
0.4404145333333333,0
0.44211415,0
0.4436411,0
0.44542831666666666,0
0.44714161666666663,0
0.4488703,0
0.45043548333333333,0
0.45213848333333334,0
0.45396590000000003,0
0.4556386,0
0.4573904833333333,0
0.4589722,0
0.46068706666666664,0
0.46247356666666667,0
0.4641956,0
0.4659456,0
0.46764606666666664,0
0.46921304999999996,0
