time(ms), time(min), bat 1 current, bat 1 voltage, bat 2 current, bat 2 voltage, bat 1 soc, bat 2 soc, bat 1 soh, bat 2 soh, bat 1 min cell temp, bat 2 min cell temp, bat 1 max cell temp, bat 2 max cell temp, bat 1 avg cell temp, bat 2 avg cell temp, bat 1 cell 1 temp, bat 1 cell 2 temp, bat 1 cell 3 temp, bat 1 cell 4 temp, bat 1 cell 5 temp, bat 1 cell 6 temp, bat 1 cell 7 temp, bat 1 cell 8 temp, bat 1 cell 9 temp, bat 1 cell 10 temp, bat 1 cell 11 temp, bat 1 cell 12 temp, bat 1 cell 13 temp, bat 1 cell 14 temp, bat 1 cell 15 temp, bat 1 cell 16 temp, bat 2 cell 1 temp, bat 2 cell 2 temp, bat 2 cell 3 temp, bat 2 cell 4 temp, bat 2 cell 5 temp, bat 2 cell 6 temp, bat 2 cell 7 temp, bat 2 cell 8 temp, bat 2 cell 9 temp, bat 2 cell 10 temp, bat 2 cell 11 temp, bat 2 cell 12 temp, bat 2 cell 13 temp, bat 2 cell 14 temp, bat 2 cell 15 temp, bat 2 cell 16 temp, bat 1 min cell volt, bat 2 min cell volt, bat 1 max cell volt, bat 2 max cell volt, inverter operating time, requested torque, motor rpm, motor power, motor temp, IAS, stall_pressure_diff_raw, stall_warn_active, stall_calibrated_value, inverter temp, bat 1 cooling temp, inverter cooling temp 1, inverter cooling temp 2, remaining flight time, PRESSURE_ALT, LAT, LNG, GROUND_SPEED, ACC_LONG, ACC_LAT, ACC_NORM, PITCH, ROLL, TIMESTAMP, HEADING, STALL_DIFF_PRESSURE, QNG, OAT, ISO leakage current
2156.312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2264.694, 0.03698138333333333, 0.0, 390.5, 0.0, 390.9, 81, 81, 72, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4070.2, 4069.7, 4072.5, 4072.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2364.81, 0.0386421, 0.0, 390.5, 0.0, 390.9, 81, 81, 72, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4070.2, 4069.7, 4072.5, 4072.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2464.814, 0.040314, 0.0, 390.5, 0.0, 390.8, 81, 81, 72, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4070.1, 4069.7, 4072.5, 4072.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2564.816, 0.041978016666666666, 0.0, 390.5, 0.0, 390.8, 81, 81, 72, 75, 28, 28, 29, 29, 28, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 28, 29, 29, 28, 29, 28, 28, 29, 28, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 4070.1, 4069.7, 4072.5, 4072.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2670.521, 0.04450868333333333, 0.0, 390.5, 0.0, 390.9, 81, 81, 72, 75, 28, 28, 29, 29, 28, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 28, 29, 29, 28, 29, 28, 28, 29, 28, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 4070.1, 4069.7, 4072.5, 4072.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2780.601, 0.045429316666666664, 0.0, 390.5, 0.0, 390.9, 81, 81, 72, 75, 28, 28, 29, 29, 28, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 28, 29, 29, 28, 29, 28, 28, 29, 28, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 4070.1, 4069.7, 4072.5, 4072.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2880.877, 0.04790435, 0.0, 390.5, 0.0, 390.9, 81, 81, 72, 75, 28, 28, 29, 29, 28, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 28, 29, 29, 28, 29, 28, 28, 29, 28, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 4070.1, 4069.7, 4072.5, 4072.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2981.168, 0.04909588333333333, 0.0, 390.5, 0.0, 390.9, 81, 81, 72, 75, 28, 28, 29, 29, 28, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 28, 29, 29, 28, 29, 28, 28, 29, 28, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 4070.1, 4069.7, 4072.5, 4072.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3081.347, 0.05125875, 0.0, 390.5, 0.0, 390.8, 81, 81, 72, 75, 28, 28, 29, 29, 28, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 29, 29, 28, 29, 28, 29, 29, 28, 29, 28, 28, 29, 28, 29, 29, 28, 28, 28, 28, 28, 28, 28, 28, 4070.1, 4069.7, 4072.6, 4072.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
