time(ms), bat 1 current, bat 1 voltage, bat 1 soc, bat 1 soh, bat 1 min cell temp, bat 1 max cell temp, bat 1 avg cell temp, bat 1 kalman soc, bat 1 coulomb soc out, bat 1 cell current, bat 1 cell voltage, bat 1 cell integ pwr on model, bat 1 cell integ pwr on model err, bat 1 cell kalman error, bat 1 kalman timestamp, bat 1 cell avg current, bat 1 r series model soc, bat 1 cell u rc, bat 1 cell old state hyst, bat 1 cell r2, bat 1 cell yfix, bat 1 cell ref nonlinear, bat 1 current kt, bat 1 cell sigma plus old 00, bat 1 cell sigma plus old 01, bat 1 cell sigma plus old 10, bat 1 cell sigma plus old 11, bat 1 cell first event, bat 1 cell second event, bat 1 cell third event, bat 1 cell forth event, bat 1 cell flg res int mod pwr, bat 1 cell flg new est batt cap, bat 1 cell flg rst coulomb, bat 1 cell tmp bat cap, bat 1 cell est bat cap, bat 1 cell old x rc 1, bat 1 cell old x rc 2, bat 1 worst cell, bat 1 min cell volt, bat 1 max cell volt, bat 1 soc fit unscaled, bat 1 box thermal power, bat 1 box avaliable energy, bat 1 cap est, inverter operating time, requested torque, motor rpm, motor power, motor temp, inverter temp, remaining flight time,B1 SOH CELL 0, B1 SOH CELL 1, B1 SOH CELL 2, B1 SOH CELL 3, B1 SOH CELL 4, B1 SOH CELL 5, B1 SOH CELL 6, B1 SOH CELL 7, B1 SOH CELL 8, B1 SOH CELL 9, B1 SOH CELL 10, B1 SOH CELL 11, B1 SOH CELL 12, B1 SOH CELL 13, B1 SOH CELL 14, B1 SOH CELL 15, B1 SOH CELL 16, B1 SOH CELL 17, B1 SOH CELL 18, B1 SOH CELL 19, B1 SOH CELL 20, B1 SOH CELL 21, B1 SOH CELL 22, B1 SOH CELL 23, B1 SOH CELL 24, B1 SOH CELL 25, B1 SOH CELL 26, B1 SOH CELL 27, B1 SOH CELL 28, B1 SOH CELL 29, B1 SOH CELL 30, B1 SOH CELL 31, B1 SOH CELL 32, B1 SOH CELL 33, B1 SOH CELL 34, B1 SOH CELL 35, B1 SOH CELL 36, B1 SOH CELL 37, B1 SOH CELL 38, B1 SOH CELL 39, B1 SOH CELL 40, B1 SOH CELL 41, B1 SOH CELL 42, B1 SOH CELL 43, B1 SOH CELL 44, B1 SOH CELL 45, B1 SOH CELL 46, B1 SOH CELL 47, B1 SOH CELL 48, B1 SOH CELL 49, B1 SOH CELL 50, B1 SOH CELL 51, B1 SOH CELL 52, B1 SOH CELL 53, B1 SOH CELL 54, B1 SOH CELL 55, B1 SOH CELL 56, B1 SOH CELL 57, B1 SOH CELL 58, B1 SOH CELL 59, B1 SOH CELL 60, B1 SOH CELL 61, B1 SOH CELL 62, B1 SOH CELL 63, B1 SOH CELL 64, B1 SOH CELL 65, B1 SOH CELL 66, B1 SOH CELL 67, B1 SOH CELL 68, B1 SOH CELL 69, B1 SOH CELL 70, B1 SOH CELL 71, B1 SOH CELL 72, B1 SOH CELL 73, B1 SOH CELL 74, B1 SOH CELL 75, B1 SOH CELL 76, B1 SOH CELL 77, B1 SOH CELL 78, B1 SOH CELL 79, B1 SOH CELL 80, B1 SOH CELL 81, B1 SOH CELL 82, B1 SOH CELL 83, B1 SOH CELL 84, B1 SOH CELL 85, B1 SOH CELL 86, B1 SOH CELL 87, B1 SOH CELL 88, B1 SOH CELL 89, B1 SOH CELL 90, B1 SOH CELL 91, B1 SOH CELL 92, B1 SOH CELL 93, B1 SOH CELL 94, B1 SOH CELL 95, B1 BATT CAP 0, B1 BATT CAP 1, B1 BATT CAP 2, B1 BATT CAP 3, B1 BATT CAP 4, B1 BATT CAP 5, B1 BATT CAP 6, B1 BATT CAP 7, B1 BATT CAP 8, B1 BATT CAP 9, B1 BATT CAP 10, B1 BATT CAP 11, B1 BATT CAP 12, B1 BATT CAP 13, B1 BATT CAP 14, B1 BATT CAP 15, B1 BATT CAP 16, B1 BATT CAP 17, B1 BATT CAP 18, B1 BATT CAP 19, B1 BATT CAP 20, B1 BATT CAP 21, B1 BATT CAP 22, B1 BATT CAP 23, B1 BATT CAP 24, B1 BATT CAP 25, B1 BATT CAP 26, B1 BATT CAP 27, B1 BATT CAP 28, B1 BATT CAP 29, B1 BATT CAP 30, B1 BATT CAP 31, B1 BATT CAP 32, B1 BATT CAP 33, B1 BATT CAP 34, B1 BATT CAP 35, B1 BATT CAP 36, B1 BATT CAP 37, B1 BATT CAP 38, B1 BATT CAP 39, B1 BATT CAP 40, B1 BATT CAP 41, B1 BATT CAP 42, B1 BATT CAP 43, B1 BATT CAP 44, B1 BATT CAP 45, B1 BATT CAP 46, B1 BATT CAP 47, B1 BATT CAP 48, B1 BATT CAP 49, B1 BATT CAP 50, B1 BATT CAP 51, B1 BATT CAP 52, B1 BATT CAP 53, B1 BATT CAP 54, B1 BATT CAP 55, B1 BATT CAP 56, B1 BATT CAP 57, B1 BATT CAP 58, B1 BATT CAP 59, B1 BATT CAP 60, B1 BATT CAP 61, B1 BATT CAP 62, B1 BATT CAP 63, B1 BATT CAP 64, B1 BATT CAP 65, B1 BATT CAP 66, B1 BATT CAP 67, B1 BATT CAP 68, B1 BATT CAP 69, B1 BATT CAP 70, B1 BATT CAP 71, B1 BATT CAP 72, B1 BATT CAP 73, B1 BATT CAP 74, B1 BATT CAP 75, B1 BATT CAP 76, B1 BATT CAP 77, B1 BATT CAP 78, B1 BATT CAP 79, B1 BATT CAP 80, B1 BATT CAP 81, B1 BATT CAP 82, B1 BATT CAP 83, B1 BATT CAP 84, B1 BATT CAP 85, B1 BATT CAP 86, B1 BATT CAP 87, B1 BATT CAP 88, B1 BATT CAP 89, B1 BATT CAP 90, B1 BATT CAP 91, B1 BATT CAP 92, B1 BATT CAP 93, B1 BATT CAP 94, B1 BATT CAP 95, B1 FSK 0, B1 FSK 1, B1 FSK 2, B1 FSK 3, B1 FSK 4, B1 FSK 5, B1 FSK 6, B1 FSK 7, B1 FSK 8, B1 FSK 9, B1 FSK 10, B1 FSK 11, B1 FSK 12, B1 FSK 13, B1 FSK 14, B1 FSK 15, B1 FSK 16, B1 FSK 17, B1 FSK 18, B1 FSK 19, B1 FSK 20, B1 FSK 21, B1 FSK 22, B1 FSK 23, B1 FSK 24, B1 FSK 25, B1 FSK 26, B1 FSK 27, B1 FSK 28, B1 FSK 29, B1 FSK 30, B1 FSK 31, B1 FSK 32, B1 FSK 33, B1 FSK 34, B1 FSK 35, B1 FSK 36, B1 FSK 37, B1 FSK 38, B1 FSK 39, B1 FSK 40, B1 FSK 41, B1 FSK 42, B1 FSK 43, B1 FSK 44, B1 FSK 45, B1 FSK 46, B1 FSK 47, B1 FSK 48, B1 FSK 49, B1 FSK 50, B1 FSK 51, B1 FSK 52, B1 FSK 53, B1 FSK 54, B1 FSK 55, B1 FSK 56, B1 FSK 57, B1 FSK 58, B1 FSK 59, B1 FSK 60, B1 FSK 61, B1 FSK 62, B1 FSK 63, B1 FSK 64, B1 FSK 65, B1 FSK 66, B1 FSK 67, B1 FSK 68, B1 FSK 69, B1 FSK 70, B1 FSK 71, B1 FSK 72, B1 FSK 73, B1 FSK 74, B1 FSK 75, B1 FSK 76, B1 FSK 77, B1 FSK 78, B1 FSK 79, B1 FSK 80, B1 FSK 81, B1 FSK 82, B1 FSK 83, B1 FSK 84, B1 FSK 85, B1 FSK 86, B1 FSK 87, B1 FSK 88, B1 FSK 89, B1 FSK 90, B1 FSK 91, B1 FSK 92, B1 FSK 93, B1 FSK 94, B1 FSK 95
1874.813, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3854, 3, 163, 1189, 33, 163, 0, 25, 11, 11, 8444, 0, 0, 0, 0, 0, 0, 1, 9339, 9388, 5, 1, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2076.829, 0.0, 392.8, 93, 89, 17, 17, 17, 93.69, 92.37, 0.0, 4094.0, 0, 0, 0, 0, 0, 3854, 3, 163, 1189, 36, 163, 0, 23, 14, 14, 9194, 0, 0, 0, 0, 0, 0, 1, 9339, 9388, 5, 1, 21, 4093.7, 4096.0, 9353, 0, 8965, 9339, 0, 0, 0, 0, 0, 0, 10, 94.31, 93.31, 93.79, 93.22, 93.53, 94.34, 92.55, 92.83, 93.48, 92.62, 92.55, 93.51, 93.7, 93.23, 93.3, 93.32, 92.73, 93.84, 92.73, 92.97, 92.81, 89.96, 93.01, 93.17, 95.47, 96.51, 96.7, 95.59, 95.83, 96.46, 95.26, 95.45, 95.13, 95.58, 95.36, 94.33, 95.68, 95.27, 95.19, 94.91, 95.49, 95.59, 95.58, 94.73, 96.02, 95.58, 95.28, 95.81, 95.5, 94.25, 94.38, 94.2, 94.55, 94.34, 93.72, 93.58, 93.53, 93.29, 93.79, 93.56, 94.34, 94.28, 94.06, 94.26, 94.53, 94.35, 93.63, 93.76, 94.05, 94.08, 93.15, 93.93, 96.44, 95.42, 94.95, 94.5, 95.24, 94.68, 94.47, 94.15, 94.46, 94.26, 93.76, 95.59, 94.57, 95.26, 95.12, 94.87, 94.28, 94.85, 94.2, 93.67, 94.57, 94.36, 93.78, 94.84, 93.98, 93.74, 93.84, 93.69, 93.78, 94.1, 93.43, 93.57, 93.78, 93.51, 93.45, 93.79, 93.82, 93.71, 93.69, 93.75, 93.54, 93.9, 93.5, 93.62, 93.55, 93.39, 93.6, 93.64, 94.34, 94.86, 94.88, 94.51, 94.57, 94.85, 94.4, 94.49, 94.36, 94.56, 94.45, 94.04, 94.51, 94.42, 94.33, 94.25, 94.47, 94.5, 94.48, 94.2, 94.68, 94.54, 94.39, 94.58, 94.38, 94.03, 94.04, 93.99, 94.12, 94.04, 93.84, 93.83, 93.78, 93.73, 93.89, 93.82, 94.05, 94.08, 93.96, 94.06, 94.11, 94.08, 93.79, 93.85, 93.96, 93.98, 93.65, 93.93, 94.73, 94.44, 94.22, 94.08, 94.34, 94.15, 94.07, 94.01, 94.08, 94.04, 93.86, 94.53, 94.09, 94.4, 94.31, 94.23, 94.01, 94.21, 93.96, 93.84, 94.11, 94.07, 93.83, 94.2, 101.08, 104.16, 102.22, 103.67, 103.1, 103.3, 103.78, 104.48, 103.52, 104.83, 104.19, 103.57, 102.78, 104.17, 103.23, 104.27, 104.54, 103.29, 103.71, 104.33, 104.04, 105.84, 103.67, 103.2, 99.3, 101.8, 100.73, 101.77, 101.18, 101.92, 102.21, 102.66, 102.33, 103.07, 102.48, 102.16, 101.18, 102.55, 101.27, 102.01, 101.73, 101.8, 101.29, 102.25, 102.01, 102.57, 101.85, 101.61, 99.88, 102.53, 101.79, 102.08, 102.2, 102.12, 102.92, 103.84, 103.06, 104.15, 103.3, 103.79, 102.21, 103.39, 102.75, 103.24, 102.12, 102.83, 102.56, 102.92, 102.82, 103.04, 103.62, 103.14, 99.57, 101.88, 100.98, 101.67, 101.14, 101.62, 101.63, 102.99, 102.05, 102.85, 102.94, 102.23, 101.24, 102.13, 101.61, 0, 0, 0, 0, 0, 0, 0, 0, 0
2275.049, 0.0, 392.8, 93, 89, 17, 17, 17, 93.69, 92.37, 0.0, 4094.0, 0, 0, 0, 0, 0, 3854, 3, 163, 1189, 39, 163, 0, 22, 18, 18, 9911, 0, 0, 0, 0, 0, 0, 1, 9339, 9388, 6, 1, 21, 4093.8, 4096.0, 9353, 0, 8965, 9339, 0, 0, 0, 0, 0, 0, 10, 94.31, 93.31, 93.79, 93.22, 93.53, 94.34, 92.55, 92.83, 93.48, 92.62, 92.55, 93.51, 93.7, 93.23, 93.3, 93.32, 92.73, 93.84, 92.73, 92.97, 92.81, 89.96, 93.01, 93.17, 95.47, 96.51, 96.7, 95.59, 95.83, 96.46, 95.26, 95.45, 95.13, 95.58, 95.36, 94.33, 95.68, 95.27, 95.19, 94.91, 95.49, 95.59, 95.58, 94.73, 96.02, 95.58, 95.28, 95.81, 95.5, 94.25, 94.38, 94.2, 94.55, 94.34, 93.72, 93.58, 93.53, 93.29, 93.79, 93.56, 94.34, 94.28, 94.06, 94.26, 94.53, 94.35, 93.63, 93.76, 94.05, 94.08, 93.15, 93.93, 96.44, 95.42, 94.95, 94.5, 95.24, 94.68, 94.47, 94.15, 94.46, 94.26, 93.76, 95.59, 94.57, 95.26, 95.12, 94.87, 94.28, 94.85, 94.2, 93.67, 94.57, 94.36, 93.78, 94.84, 93.98, 93.74, 93.84, 93.69, 93.78, 94.1, 93.43, 93.57, 93.78, 93.51, 93.45, 93.79, 93.82, 93.71, 93.69, 93.75, 93.54, 93.9, 93.5, 93.62, 93.55, 93.39, 93.6, 93.64, 94.34, 94.86, 94.88, 94.51, 94.57, 94.85, 94.4, 94.49, 94.36, 94.56, 94.45, 94.04, 94.51, 94.42, 94.33, 94.25, 94.47, 94.5, 94.48, 94.2, 94.68, 94.54, 94.39, 94.58, 94.38, 94.03, 94.04, 93.99, 94.12, 94.04, 93.84, 93.83, 93.78, 93.73, 93.89, 93.82, 94.05, 94.08, 93.96, 94.06, 94.11, 94.08, 93.79, 93.85, 93.96, 93.98, 93.65, 93.93, 94.73, 94.44, 94.22, 94.08, 94.34, 94.15, 94.07, 94.01, 94.08, 94.04, 93.86, 94.53, 94.09, 94.4, 94.31, 94.23, 94.01, 94.21, 93.96, 93.84, 94.11, 94.07, 93.83, 94.2, 101.08, 104.16, 102.22, 103.67, 103.1, 103.3, 103.78, 104.48, 103.52, 104.83, 104.19, 103.57, 102.78, 104.17, 103.23, 104.27, 104.54, 103.29, 103.71, 104.33, 104.04, 105.84, 103.67, 103.2, 99.3, 101.8, 100.73, 101.77, 101.18, 101.92, 102.21, 102.66, 102.33, 103.07, 102.48, 102.16, 101.18, 102.55, 101.27, 102.01, 101.73, 101.8, 101.29, 102.25, 102.01, 102.57, 101.85, 101.61, 99.88, 102.53, 101.79, 102.08, 102.2, 102.12, 102.92, 103.84, 103.06, 104.15, 103.3, 103.79, 102.21, 103.39, 102.75, 103.24, 102.12, 102.83, 102.56, 102.92, 102.82, 103.04, 103.62, 103.14, 99.57, 101.88, 100.98, 101.67, 101.14, 101.62, 101.63, 102.99, 102.05, 102.85, 102.94, 102.23, 101.24, 102.13, 101.61, 0, 0, 0, 0, 0, 0, 0, 0, 0
2474.795, 0.0, 392.8, 93, 89, 17, 17, 17, 93.69, 92.37, 0.0, 4094.0, 0, 0, 0, 0, 0, 3854, 4, 163, 1189, 43, 163, 0, 20, 21, 21, 10598, 0, 0, 0, 0, 0, 0, 1, 9339, 9388, 6, 1, 21, 4093.7, 4096.0, 9353, 0, 8965, 9339, 0, 0, 0, 0, 0, 0, 10, 94.31, 93.31, 93.79, 93.22, 93.53, 94.34, 92.55, 92.83, 93.48, 92.62, 92.55, 93.51, 93.7, 93.23, 93.3, 93.32, 92.73, 93.84, 92.73, 92.97, 92.81, 89.96, 93.01, 93.17, 95.47, 96.51, 96.7, 95.59, 95.83, 96.46, 95.26, 95.45, 95.13, 95.58, 95.36, 94.33, 95.68, 95.27, 95.19, 94.91, 95.49, 95.59, 95.58, 94.73, 96.02, 95.58, 95.28, 95.81, 95.5, 94.25, 94.38, 94.2, 94.55, 94.34, 93.72, 93.58, 93.53, 93.29, 93.79, 93.56, 94.34, 94.28, 94.06, 94.26, 94.53, 94.35, 93.63, 93.76, 94.05, 94.08, 93.15, 93.93, 96.44, 95.42, 94.95, 94.5, 95.24, 94.68, 94.47, 94.15, 94.46, 94.26, 93.76, 95.59, 94.57, 95.26, 95.12, 94.87, 94.28, 94.85, 94.2, 93.67, 94.57, 94.36, 93.78, 94.84, 93.98, 93.74, 93.84, 93.69, 93.78, 94.1, 93.43, 93.57, 93.78, 93.51, 93.45, 93.79, 93.82, 93.71, 93.69, 93.75, 93.54, 93.9, 93.5, 93.62, 93.55, 93.39, 93.6, 93.64, 94.34, 94.86, 94.88, 94.51, 94.57, 94.85, 94.4, 94.49, 94.36, 94.56, 94.45, 94.04, 94.51, 94.42, 94.33, 94.25, 94.47, 94.5, 94.48, 94.2, 94.68, 94.54, 94.39, 94.58, 94.38, 94.03, 94.04, 93.99, 94.12, 94.04, 93.84, 93.83, 93.78, 93.73, 93.89, 93.82, 94.05, 94.08, 93.96, 94.06, 94.11, 94.08, 93.79, 93.85, 93.96, 93.98, 93.65, 93.93, 94.73, 94.44, 94.22, 94.08, 94.34, 94.15, 94.07, 94.01, 94.08, 94.04, 93.86, 94.53, 94.09, 94.4, 94.31, 94.23, 94.01, 94.21, 93.96, 93.84, 94.11, 94.07, 93.83, 94.2, 101.08, 104.16, 102.22, 103.67, 103.1, 103.3, 103.78, 104.48, 103.52, 104.83, 104.19, 103.57, 102.78, 104.17, 103.23, 104.27, 104.54, 103.29, 103.71, 104.33, 104.04, 105.84, 103.67, 103.2, 99.3, 101.8, 100.73, 101.77, 101.18, 101.92, 102.21, 102.66, 102.33, 103.07, 102.48, 102.16, 101.18, 102.55, 101.27, 102.01, 101.73, 101.8, 101.29, 102.25, 102.01, 102.57, 101.85, 101.61, 99.88, 102.53, 101.79, 102.08, 102.2, 102.12, 102.92, 103.84, 103.06, 104.15, 103.3, 103.79, 102.21, 103.39, 102.75, 103.24, 102.12, 102.83, 102.56, 102.92, 102.82, 103.04, 103.62, 103.14, 99.57, 101.88, 100.98, 101.67, 101.14, 101.62, 101.63, 102.99, 102.05, 102.85, 102.94, 102.23, 101.24, 102.13, 101.61, 0, 0, 0, 0, 0, 0, 0, 0, 0
2675.137, 0.0, 392.8, 93, 89, 17, 17, 17, 93.69, 92.37, 0.0, 4094.0, 0, 0, 0, 0, 0, 3854, 4, 163, 1189, 46, 163, 0, 19, 25, 25, 11255, 0, 0, 0, 0, 0, 0, 1, 9339, 9388, 7, 1, 21, 4093.7, 4095.9, 9353, 0, 8971, 9339, 0, 0, 0, 0, 0, 0, 10, 94.31, 93.31, 93.79, 93.22, 93.53, 94.34, 92.55, 92.83, 93.48, 92.62, 92.55, 93.51, 93.7, 93.23, 93.3, 93.32, 92.73, 93.84, 92.73, 92.97, 92.81, 89.96, 93.01, 93.17, 95.47, 96.51, 96.7, 95.59, 95.83, 96.46, 95.26, 95.45, 95.13, 95.58, 95.36, 94.33, 95.68, 95.27, 95.19, 94.91, 95.49, 95.59, 95.58, 94.73, 96.02, 95.58, 95.28, 95.81, 95.5, 94.25, 94.38, 94.2, 94.55, 94.34, 93.72, 93.58, 93.53, 93.29, 93.79, 93.56, 94.34, 94.28, 94.06, 94.26, 94.53, 94.35, 93.63, 93.76, 94.05, 94.08, 93.15, 93.93, 96.44, 95.42, 94.95, 94.5, 95.24, 94.68, 94.47, 94.15, 94.46, 94.26, 93.76, 95.59, 94.57, 95.26, 95.12, 94.87, 94.28, 94.85, 94.2, 93.67, 94.57, 94.36, 93.78, 94.84, 93.98, 93.74, 93.84, 93.69, 93.78, 94.1, 93.43, 93.57, 93.78, 93.51, 93.45, 93.79, 93.82, 93.71, 93.69, 93.75, 93.54, 93.9, 93.5, 93.62, 93.55, 93.39, 93.6, 93.64, 94.34, 94.86, 94.88, 94.51, 94.57, 94.85, 94.4, 94.49, 94.36, 94.56, 94.45, 94.04, 94.51, 94.42, 94.33, 94.25, 94.47, 94.5, 94.48, 94.2, 94.68, 94.54, 94.39, 94.58, 94.38, 94.03, 94.04, 93.99, 94.12, 94.04, 93.84, 93.83, 93.78, 93.73, 93.89, 93.82, 94.05, 94.08, 93.96, 94.06, 94.11, 94.08, 93.79, 93.85, 93.96, 93.98, 93.65, 93.93, 94.73, 94.44, 94.22, 94.08, 94.34, 94.15, 94.07, 94.01, 94.08, 94.04, 93.86, 94.53, 94.09, 94.4, 94.31, 94.23, 94.01, 94.21, 93.96, 93.84, 94.11, 94.07, 93.83, 94.2, 101.08, 104.16, 102.22, 103.67, 103.1, 103.3, 103.78, 104.48, 103.52, 104.83, 104.19, 103.57, 102.78, 104.17, 103.23, 104.27, 104.54, 103.29, 103.71, 104.33, 104.04, 105.84, 103.67, 103.2, 99.3, 101.8, 100.73, 101.77, 101.18, 101.92, 102.21, 102.66, 102.33, 103.07, 102.48, 102.16, 101.18, 102.55, 101.27, 102.01, 101.73, 101.8, 101.29, 102.25, 102.01, 102.57, 101.85, 101.61, 99.88, 102.53, 101.79, 102.08, 102.2, 102.12, 102.92, 103.84, 103.06, 104.15, 103.3, 103.79, 102.21, 103.39, 102.75, 103.24, 102.12, 102.83, 102.56, 102.92, 102.82, 103.04, 103.62, 103.14, 99.57, 101.88, 100.98, 101.67, 101.14, 101.62, 101.63, 102.99, 102.05, 102.85, 102.94, 102.23, 101.24, 102.13, 101.61, 0, 0, 0, 0, 0, 0, 0, 0, 0
2875.082, 0.0, 392.8, 93, 89, 17, 17, 17, 93.69, 92.37, 0.0, 4093.9, 0, 0, 0, 0, 0, 3854, 4, 163, 1189, 48, 163, 0, 18, 28, 28, 11883, 0, 0, 0, 0, 0, 0, 1, 9339, 9388, 7, 1, 21, 4093.7, 4096.0, 9353, 0, 8971, 9339, 0, 0, 0, 0, 0, 0, 10, 94.31, 93.31, 93.79, 93.22, 93.53, 94.34, 92.55, 92.83, 93.48, 92.62, 92.55, 93.51, 93.7, 93.23, 93.3, 93.32, 92.73, 93.84, 92.73, 92.97, 92.81, 89.96, 93.01, 93.17, 95.47, 96.51, 96.7, 95.59, 95.83, 96.46, 95.26, 95.45, 95.13, 95.58, 95.36, 94.33, 95.68, 95.27, 95.19, 94.91, 95.49, 95.59, 95.58, 94.73, 96.02, 95.58, 95.28, 95.81, 95.5, 94.25, 94.38, 94.2, 94.55, 94.34, 93.72, 93.58, 93.53, 93.29, 93.79, 93.56, 94.34, 94.28, 94.06, 94.26, 94.53, 94.35, 93.63, 93.76, 94.05, 94.08, 93.15, 93.93, 96.44, 95.42, 94.95, 94.5, 95.24, 94.68, 94.47, 94.15, 94.46, 94.26, 93.76, 95.59, 94.57, 95.26, 95.12, 94.87, 94.28, 94.85, 94.2, 93.67, 94.57, 94.36, 93.78, 94.84, 93.98, 93.74, 93.84, 93.69, 93.78, 94.1, 93.43, 93.57, 93.78, 93.51, 93.45, 93.79, 93.82, 93.71, 93.69, 93.75, 93.54, 93.9, 93.5, 93.62, 93.55, 93.39, 93.6, 93.64, 94.34, 94.86, 94.88, 94.51, 94.57, 94.85, 94.4, 94.49, 94.36, 94.56, 94.45, 94.04, 94.51, 94.42, 94.33, 94.25, 94.47, 94.5, 94.48, 94.2, 94.68, 94.54, 94.39, 94.58, 94.38, 94.03, 94.04, 93.99, 94.12, 94.04, 93.84, 93.83, 93.78, 93.73, 93.89, 93.82, 94.05, 94.08, 93.96, 94.06, 94.11, 94.08, 93.79, 93.85, 93.96, 93.98, 93.65, 93.93, 94.73, 94.44, 94.22, 94.08, 94.34, 94.15, 94.07, 94.01, 94.08, 94.04, 93.86, 94.53, 94.09, 94.4, 94.31, 94.23, 94.01, 94.21, 93.96, 93.84, 94.11, 94.07, 93.83, 94.2, 101.08, 104.16, 102.22, 103.67, 103.1, 103.3, 103.78, 104.48, 103.52, 104.83, 104.19, 103.57, 102.78, 104.17, 103.23, 104.27, 104.54, 103.29, 103.71, 104.33, 104.04, 105.84, 103.67, 103.2, 99.3, 101.8, 100.73, 101.77, 101.18, 101.92, 102.21, 102.66, 102.33, 103.07, 102.48, 102.16, 101.18, 102.55, 101.27, 102.01, 101.73, 101.8, 101.29, 102.25, 102.01, 102.57, 101.85, 101.61, 99.88, 102.53, 101.79, 102.08, 102.2, 102.12, 102.92, 103.84, 103.06, 104.15, 103.3, 103.79, 102.21, 103.39, 102.75, 103.24, 102.12, 102.83, 102.56, 102.92, 102.82, 103.04, 103.62, 103.14, 99.57, 101.88, 100.98, 101.67, 101.14, 101.62, 101.63, 102.99, 102.05, 102.85, 102.94, 102.23, 101.24, 102.13, 101.61, 0, 0, 0, 0, 0, 0, 0, 0, 0
