time(min),SOC<30%,STALL WARNING
0.03364966666666667,0,0
0.03534823333333333,0,0
0.0370175,0,0
0.038683833333333334,0,0
0.0403451,0,0
0.04201876666666667,0,0
0.043677216666666664,0,0
0.04543228333333333,0,0
0.04701458333333333,0,0
0.04867791666666667,0,0
0.05048066666666667,0,0
0.052011883333333335,0,0
0.05368461666666667,0,0
0.055349883333333336,0,0
0.05701511666666667,0,0
0.0586822,0,0
0.06034481666666666,0,0
0.06200895,0,0
0.06378123333333333,0,0
0.06534763333333334,0,0
0.06768,0,0
0.06869831666666668,0,0
0.07036766666666668,0,0
0.0720268,0,0
0.07462474999999999,0,0
0.07536111666666667,0,0
0.07801276666666666,0,0
0.07869593333333334,0,0
0.08134804999999999,0,0
0.08213146666666667,0,0
0.08472868333333333,0,0
0.08578098333333334,0,0
0.08802126666666667,0,0
0.08946448333333333,0,0
0.09135051666666666,0,0
0.09203516666666667,0,0
0.09468141666666667,0,0
0.09536235,0,0
0.09801771666666667,0,0
0.09869911666666667,0,0
0.10145986666666666,0,0
0.10203283333333334,0,0
0.1050239,0,0
0.1053608,0,0
0.10801468333333333,0,0
0.11030018333333334,0,0
0.11197528333333333,0,0
0.1136427,0,0
0.11531163333333334,0,0
0.11697975,0,0
0.1186587,0,0
0.1203273,0,0
0.12203523333333333,0,0
0.12369813333333333,0,0
0.1253589,0,0
0.12703258333333334,0,0
0.12869646666666665,0,0
0.13035975,0,0
0.13203138333333334,0,0
0.1341227,0,0
0.13535885,0,0
0.13703213333333333,0,0
0.13869723333333334,0,0
0.1404781,0,0
0.14264343333333332,0,0
0.14468440000000002,0,0
0.14597873333333333,0,0
0.14801953333333334,0,0
0.14932803333333333,0,0
0.1514648,0,0
0.15203476666666665,0,0
0.15495296666666666,0,0
0.15535886666666665,0,0
0.15801858333333332,0,0
0.15869665000000002,0,0
0.16198931666666666,0,0
0.1636591166666667,0,0
0.1653617,0,0
0.16700931666666666,0,0
0.16869388333333332,0,0
0.17036511666666665,0,0
0.17202815000000002,0,0
0.17369925,0,0
0.17536571666666664,0,0
0.17702973333333333,0,0
0.17870131666666667,0,0
0.18036286666666668,0,0
0.18203496666666666,0,0
0.18391548333333332,0,0
0.18536645,0,0
0.18703398333333335,0,0
0.18870085,0,0
0.19036835000000002,0,0
0.19202913333333332,0,0
0.19369866666666666,0,0
0.19536466666666666,0,0
0.19801448333333335,0,0
0.19869791666666667,0,0
0.20135116666666666,0,0
0.20204928333333333,0,0
0.20467958333333333,0,0
0.20576319999999998,0,0
0.20801405,0,0
0.2094968,0,0
0.21135291666666667,0,0
0.21321283333333335,0,0
0.21468620000000002,0,0
0.21652723333333335,0,0
0.21866468333333333,0,0
0.22033496666666666,0,0
0.22203416666666664,0,0
0.2237011,0,0
0.22536201666666666,0,0
0.22702968333333334,0,0
0.22869741666666665,0,0
0.23036478333333335,0,0
0.23203085,0,0
0.23380498333333335,0,0
0.2353602,0,0
0.23702945,0,0
0.23869575,0,0
0.24036308333333334,0,0
0.24203366666666667,0,0
0.24370103333333334,0,0
0.24554376666666666,0,0
0.24702661666666667,0,0
0.24921068333333332,0,0
0.25111666666666665,0,0
0.2520287333333333,0,0
0.25418043333333334,0,0
