,Fruit
867,0.01512307352726955
868,0.007140385827728877
869,0.0072198748557093205
870,0.007238020135194673
871,0.0072196034734367245
872,0.0072200001159472785
873,0.007237264883230615
874,0.007365072237490521
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0046673087831128795
892,0.0043427289963206715
893,0.004103082330184462
894,0.003947723853173118
895,0.003835737880597591
896,0.0037687276636603107
897,0.0037053872564484732
898,0.0036693303630444224
899,0.003605358276735481
900,0.0035451181147081396
901,0.0036133500187923396
902,0.0037560499314593506
903,0.00391576760764643
904,0.008143404479252986
905,0.008446971203358297
906,0.00878827156541744
907,0.009075379062451571
908,0.009464991395565343
909,0.009853938572154197
910,0.010201613924388472
911,0.0052245841885941915
912,0.005398617914912364
913,0.005430212175515348
914,0.005423763041439785
915,0.00527147864155091
916,0.00506272906319539
917,0.009694335488511691
918,0.009372854916440309
919,0.00903912892964594
920,0.00886212920534605
921,0.008770510278665688
922,0.00870240598452465
923,0.008794144754335617
924,0.004495114573393579
925,0.004637383594156772
926,0.004732376852886611
927,0.00485962742028975
928,0.004944066181877876
929,0.005026113199997602
930,0.005098062736723869
931,0.010254929544318997
932,0.010202405915287177
933,0.01041197944892757
934,0.010453433587152856
935,0.01053837408752469
936,0.01070699828572659
937,0.0055310703746127895
938,0.005538477536461246
939,0.005602127664091772
940,0.0055127529639397085
941,0.0053393496888902705
942,0.005208753609758867
943,0.005076204457520293
944,0.009919415701826225
945,0.009710986098010388
946,0.009614008786866132
947,0.009507685808508583
948,0.009437891168277228
949,0.009378117801419585
950,0.009206297017855084
951,0.00455923197277615
952,0.0046073699386852
953,0.0045742661870562
954,0.004583031549664016
955,0.004598382173293761
956,0.004644044332950521
957,0.004496122301428849
958,0.0044573755998741655
959,0.008786756179553563
960,0.00881303226228335
961,0.008729884344096604
962,0.008625108663890027
963,0.008517977249765081
964,0.004166268052961009
965,0.0041176350148475534
966,0.04612529425776637
967,0.04823655696926375
968,0.050519031857187084
969,0.05283564921020777
970,0.05633316662992011
971,0.059788472547927574
972,0.06270449568194425
973,0.06649357841471154
974,0.07015347233460688
975,0.07516340617505826
976,0.07912668019072482
977,0.08827524641830296
978,0.09718123017211186
979,0.1208943421944446
980,0.13649911959392522
981,0.1716352849862072
982,0.22517779595669846
983,0.0
984,0.0
985,0.0
986,0.0
987,0.004658101088072049
988,0.004440064833916456
989,0.0042712628292206865
990,0.00415843783064702
991,0.0041137461351664455
992,0.004036511646111945
993,0.003962933456650798
994,0.0038397075765463067
995,0.003687400670160004
996,0.003634070254008699
997,0.0036773147249250637
998,0.0036751929851188444
999,0.0037869195809362138
1000,0.007780841125697522
1001,0.008168917453875857
1002,0.00858113138263748
1003,0.008969818038804615
1004,0.00943933616395743
1005,0.009830206177431583
1006,0.010065040952635525
1007,0.005161288130366442
1008,0.005250564122397526
1009,0.005317146836439915
1010,0.0052913855889415926
1011,0.005191409932285028
1012,0.005096704735162063
1013,0.010033710711427352
1014,0.009890883998698792
1015,0.009935405974158026
1016,0.010116330395873167
1017,0.010158341132245197
1018,0.010668080235707077
1019,0.01067536079684437
1020,0.005310231971277721
1021,0.0053300008647349925
1022,0.005280360691688746
1023,0.005184659238822653
1024,0.0051426110643727225
1025,0.005058011503131505
1026,0.0050112018433825
1027,0.009935410915860247
1028,0.009887050734493016
1029,0.009758359747155996
1030,0.00967560898809212
1031,0.009544433064448013
1032,0.00944828357130807
1033,0.004652615562246321
1034,0.004675055669171863
1035,0.004616836766667704
1036,0.0045795390148335524
1037,0.004631270161772201
1038,0.004649193664643352
1039,0.004734633682655822
1040,0.009745239148244444
1041,0.009901154936823678
1042,0.010171987231039636
1043,0.010385794349395053
1044,0.010439584368973825
1045,0.010559085724851527
1046,0.010574199941446273
1047,0.005263902282919946
1048,0.00517151295346996
1049,0.005122011124567069
1050,0.0050614205973019
1051,0.0049849250093552885
1052,0.004883877651006949
1053,0.0047490214846217975
1054,0.00927541749549731
1055,0.009116645319945204
1056,0.009200305532326484
1057,0.009204629812947014
1058,0.009194495355100252
1059,0.009220801260370308
1060,0.004510844378381792
1061,0.004406407262415378
1062,0.004251834195559037
1063,0.0870369971932375
1064,0.09036511487428717
1065,0.09379652350052453
1066,0.0975214847531408
1067,0.10278942359518224
1068,0.10899190578570662
1069,0.11562447363944797
1070,0.12333739536519062
1071,0.13279378397588207
1072,0.14621261243549996
1073,0.1655689392483336
1074,0.1967157156286988
1075,0.2302873061825253
1076,0.2584683265523325
1077,0.2951776927450833
1078,0.3379657276585616
1079,0.3988982168482118
1080,0.5129351172070077
1081,0.7425588147960488
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.004601636369179146
1087,0.00445631755981462
1088,0.004352608108444728
1089,0.004267924556205666
1090,0.004222280407628602
1091,0.004182756384220129
1092,0.004127195877465391
1093,0.004066715315847718
1094,0.00398509416233746
1095,0.003924308167828795
1096,0.0040157022916895695
1097,0.004198180736938404
1098,0.004625905458857668
1099,0.010445551146577541
1100,0.011874136004496392
1101,0.013198358320518282
1102,0.014375663201066325
1103,0.015109838088176342
1104,0.0069712479892078
1105,0.006525042027604927
1106,0.006236881611295458
1107,0.01187563964409302
1108,0.01154831363698218
1109,0.011336683382853291
1110,0.011496835428119261
1111,0.011435493944475239
1112,0.011493726274766067
1113,0.005691952473093199
1114,0.005686048351372194
1115,0.005674105925499197
1116,0.0056338386613707485
1117,0.00564202097826389
1118,0.005606114876425875
1119,0.005513239853561167
1120,0.01109979076702881
1121,0.010843262895934893
1122,0.010810722608676502
1123,0.010739990171970033
1124,0.010573533871618829
1125,0.010441930961062182
1126,0.010191989608082869
1127,0.004911687695950704
1128,0.004768734908825897
1129,0.004641454529414792
1130,0.0044477722499782
1131,0.004352596727341447
1132,0.0042386564549212885
1133,0.004133440527114678
1134,0.008078155521832284
1135,0.007938519906252928
1136,0.0077994553019643306
1137,0.007669979381017544
1138,0.007674314006250786
1139,0.007682897500629077
1140,0.0038451341933160963
1141,0.003895319962306893
1142,0.0039272631645480005
1143,0.003962117538472603
1144,0.0039991775883632796
1145,0.004079827129004709
1146,0.004209646868478982
1147,0.00875107975175351
1148,0.009056566856977864
1149,0.009332070779828007
1150,0.009566107713461787
1151,0.009713285757737953
1152,0.009939261995949777
1153,0.010047903164056234
1154,0.00509367915156775
1155,0.00517030556927643
1156,0.005246261674399058
1157,0.0052765779145947525
1158,0.005190565471569506
1159,0.005161429494452398
1160,0.00512539133418009
1161,0.010189322585029192
1162,0.010077069688531316
1163,0.1637273583383158
1164,0.17342649565226867
1165,0.18282796562063647
1166,0.19094175941106045
1167,0.2094514507163196
1168,0.22095702561233865
1169,0.23436070105706364
1170,0.2521201454101953
1171,0.2731435992775174
1172,0.29233911339801416
1173,0.3234366996386813
1174,0.35986867231775144
1175,0.3991996965406102
1176,0.4564680115185658
1177,0.535893249587022
1178,0.6702981433298429
1179,0.841401104495567
1180,1.1266309824473344
1181,1.846955981362975
1182,5.077168332237865
1183,5.502322359410807
1184,1.8929147067571108
1185,1.0646918204014397
1186,0.00554787614337947
1187,0.004842509767454308
1188,0.004314611076817889
1189,0.003910199638797871
1190,0.003580718037696968
1191,0.0033439610712911
1192,0.003175604587409307
1193,0.006021257782134934
1194,0.005734820567565289
1195,0.00541608656488177
1196,0.005294333528260504
1197,0.005163356018277059
1198,0.005049179523181326
1199,0.0024851685367958697
1200,0.0024781888902769083
1201,0.0024736941504493294
1202,0.002528279134129334
1203,0.0026532186510010037
1204,0.002729050458524956
1205,0.0028557990814131458
1206,0.002974456360034309
1207,0.006225452279108267
1208,0.006418699697142018
1209,0.00662432005756604
1210,0.00690642569508572
1211,0.007186903191712816
1212,0.007438586594627518
1213,0.003839616057232394
1214,0.003987813421479789
1215,0.00421001772933222
1216,0.004308034158416262
1217,0.004352420327851112
1218,0.004458959620947079
1219,0.004428583119417672
1220,0.008661794829552535
1221,0.008702428732156256
1222,0.00864794624770031
1223,0.008593276573933323
1224,0.008370276606104886
1225,0.008193777341290042
1226,0.008043687649309038
1227,0.003957707342512551
1228,0.003912400710268787
1229,0.003913176347025981
1230,0.0038213088204280612
1231,0.0037259630265985134
1232,0.0036665352723828115
1233,0.0036309866830774064
1234,0.0071213473376596885
1235,0.006937735947495807
1236,0.0068559757633461105
1237,0.006783377811581513
1238,0.006675702952890997
1239,0.006723984860725419
1240,0.0034796080755344107
1241,0.003692125219913129
1242,0.003937253502126785
1243,0.0041739743102754715
1244,0.0044753672669532235
1245,0.004815617053063153
1246,0.005176603009445495
