time(min),SOC<30%,STALL WARNING
0,0,0
0.031986150000000005,0,0
0.03430828333333333,0,0
0.03531426666666667,0,0
0.03698285,0,0
0.038654266666666666,0,0
0.04130413333333333,0,0
0.0419825,0,0
0.04463336666666667,0,0
0.04543961666666667,0,0
0.04856691666666667,0,0
0.0502381,0,0
0.051906183333333335,0,0
0.0535749,0,0
0.05531891666666667,0,0
0.0569834,0,0
0.05864663333333333,0,0
0.060317,0,0
0.06198538333333333,0,0
0.06364803333333334,0,0
0.06531866666666666,0,0
0.06713133333333333,0,0
0.06865571666666666,0,0
0.07047365,0,0
0.0719858,0,0
0.0736462,0,0
0.07531343333333333,0,0
0.07698213333333333,0,0
0.07865365,0,0
0.08031275,0,0
0.08198435,0,0
0.08429416666666666,0,0
0.08533388333333333,0,0
0.0870027,0,0
0.08881033333333334,0,0
0.09124565,0,0
0.09247286666666667,0,0
0.094639,0,0
0.09585216666666667,0,0
0.09796956666666666,0,0
0.09948966666666667,0,0
0.10136603333333334,0,0
0.10200003333333334,0,0
0.10463063333333333,0,0
0.10533908333333333,0,0
0.10797308333333333,0,0
0.10916863333333333,0,0
0.11129743333333332,0,0
0.11356433333333332,0,0
0.11523835,0,0
0.11690531666666668,0,0
0.1186667,0,0
0.1203356,0,0
0.12199876666666667,0,0
0.12366731666666667,0,0
0.12533431666666667,0,0
0.12700338333333333,0,0
0.12866573333333334,0,0
0.1303347,0,0
0.13217283333333332,0,0
0.13381163333333335,0,0
0.13533198333333332,0,0
0.13700508333333333,0,0
0.13866396666666667,0,0
0.14033654999999998,0,0
0.14200201666666665,0,0
0.14366473333333332,0,0
0.14533074999999998,0,0
0.14700363333333336,0,0
0.14866906666666668,0,0
0.1509857,0,0
0.15200585,0,0
0.15436953333333334,0,0
0.15533336666666667,0,0
0.15752275,0,0
0.15866685,0,0
0.16130283333333334,0,0
0.16200345,0,0
0.16462745,0,0
0.16609181666666667,0,0
0.16799801666666667,0,0
0.1686671,0,0
0.1713022,0,0
0.17218956666666665,0,0
0.1746303,0,0
0.17588130000000002,0,0
0.17796426666666668,0,0
0.17920596666666666,0,0
0.1813006666666667,0,0
0.18288015,0,0
0.18471623333333334,0,0
0.18653951666666665,0,0
0.188274,0,0
0.18957038333333334,0,0
0.19130113333333332,0,0
0.19357205,0,0
0.19533224999999999,0,0
0.19699913333333333,0,0
0.19866818333333333,0,0
0.20025671666666667,0,0
0.2020055666666667,0,0
0.20367215,0,0
