time(ms), time(min), bat 1 current, bat 1 voltage, bat 2 current, bat 2 voltage, bat 1 soc, bat 2 soc, bat 1 soh, bat 2 soh, bat 1 min cell temp, bat 2 min cell temp, bat 1 max cell temp, bat 2 max cell temp, bat 1 avg cell temp, bat 2 avg cell temp, bat 1 cell 1 temp, bat 1 cell 2 temp, bat 1 cell 3 temp, bat 1 cell 4 temp, bat 1 cell 5 temp, bat 1 cell 6 temp, bat 1 cell 7 temp, bat 1 cell 8 temp, bat 1 cell 9 temp, bat 1 cell 10 temp, bat 1 cell 11 temp, bat 1 cell 12 temp, bat 1 cell 13 temp, bat 1 cell 14 temp, bat 1 cell 15 temp, bat 1 cell 16 temp, bat 2 cell 1 temp, bat 2 cell 2 temp, bat 2 cell 3 temp, bat 2 cell 4 temp, bat 2 cell 5 temp, bat 2 cell 6 temp, bat 2 cell 7 temp, bat 2 cell 8 temp, bat 2 cell 9 temp, bat 2 cell 10 temp, bat 2 cell 11 temp, bat 2 cell 12 temp, bat 2 cell 13 temp, bat 2 cell 14 temp, bat 2 cell 15 temp, bat 2 cell 16 temp, bat 1 min cell volt, bat 2 min cell volt, bat 1 max cell volt, bat 2 max cell volt, inverter operating time, requested torque, motor rpm, motor power, motor temp, IAS, stall_pressure_diff_raw, stall_warn_active, stall_calibrated_value, inverter temp, bat 1 cooling temp, inverter cooling temp 1, inverter cooling temp 2, remaining flight time, PRESSURE_ALT, LAT, LNG, GROUND_SPEED, ACC_LONG, ACC_LAT, ACC_NORM, PITCH, ROLL, TIMESTAMP, HEADING, STALL_DIFF_PRESSURE, QNG, OAT, ISO leakage current
1405.158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1514.58, 0.025242999999999998, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3997.5, 3999.8, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1614.72, 0.026912000000000002, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.5, 3999.8, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1715.469, 0.02859115, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.4, 3999.8, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1815.576, 0.0302596, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.4, 3999.7, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1925.04, 0.0319254, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.5, 3999.7, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2025.134, 0.03365045, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.5, 3999.7, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2125.153, 0.03526731666666667, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.5, 3999.7, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2225.154, 0.036953233333333335, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.5, 3999.8, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2325.159, 0.03859883333333333, 0.0, 383.8, 0.0, 384.3, 74, 74, 72, 74, 22, 22, 23, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 23, 22, 23, 22, 22, 22, 22, 22, 22, 3997.5, 3999.8, 4004.0, 4006.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 34, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
