time(ms), time(min), bat 1 current, bat 1 voltage, bat 2 current, bat 2 voltage, bat 1 soc, bat 2 soc, bat 1 soh, bat 2 soh, bat 1 min cell temp, bat 2 min cell temp, bat 1 max cell temp, bat 2 max cell temp, bat 1 avg cell temp, bat 2 avg cell temp, bat 1 cell 1 temp, bat 1 cell 2 temp, bat 1 cell 3 temp, bat 1 cell 4 temp, bat 1 cell 5 temp, bat 1 cell 6 temp, bat 1 cell 7 temp, bat 1 cell 8 temp, bat 1 cell 9 temp, bat 1 cell 10 temp, bat 1 cell 11 temp, bat 1 cell 12 temp, bat 1 cell 13 temp, bat 1 cell 14 temp, bat 1 cell 15 temp, bat 1 cell 16 temp, bat 2 cell 1 temp, bat 2 cell 2 temp, bat 2 cell 3 temp, bat 2 cell 4 temp, bat 2 cell 5 temp, bat 2 cell 6 temp, bat 2 cell 7 temp, bat 2 cell 8 temp, bat 2 cell 9 temp, bat 2 cell 10 temp, bat 2 cell 11 temp, bat 2 cell 12 temp, bat 2 cell 13 temp, bat 2 cell 14 temp, bat 2 cell 15 temp, bat 2 cell 16 temp, bat 1 min cell volt, bat 2 min cell volt, bat 1 max cell volt, bat 2 max cell volt, inverter operating time, requested torque, motor rpm, motor power, motor temp, IAS, stall_pressure_diff_raw, stall_warn_active, stall_calibrated_value, inverter temp, bat 1 cooling temp, inverter cooling temp 1, inverter cooling temp 2, remaining flight time, PRESSURE_ALT, LAT, LNG, GROUND_SPEED, ACC_LONG, ACC_LAT, ACC_NORM, PITCH, ROLL, TIMESTAMP, HEADING, STALL_DIFF_PRESSURE, QNG, OAT, ISO leakage current
1545.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1665.7, 0.027113483333333334, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1765.806, 0.028609316666666666, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1865.811, 0.030829549999999997, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1965.837, 0.0319471, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2065.869, 0.03366195, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2180.5, 0.0352814, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 37, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2280.64, 0.03789448333333333, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 37, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2380.775, 0.03861695, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2480.916, 0.04122925, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2581.07, 0.041952366666666664, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2685.701, 0.04455953333333334, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.9, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2785.815, 0.045445766666666665, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.9, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2885.821, 0.047895716666666664, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2985.85, 0.04911236666666667, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3096.564, 0.05137315, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.3, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3205.692, 0.05280738333333334, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.3, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3305.809, 0.05493856666666667, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3406.371, 0.05644561666666667, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3513.46, 0.05789286666666667, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3613.869, 0.060231150000000004, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3715.753, 0.06192921666666667, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.6, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3815.869, 0.06359781666666667, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3915.895, 0.06526491666666667, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.9, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4016.017, 0.06693093333333333, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.9, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4116.524, 0.06860873333333334, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4216.553, 0.07027163333333333, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 33, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4316.775, 0.07194624999999999, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.8, 4055.7, 4058.2, 4058.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4425.693, 0.07361235, 0.0, 389.0, 0.0, 389.5, 81, 81, 72, 75, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 4053.9, 4055.7, 4058.2, 4058.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 33, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
